stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,1,0,0,0,13,0,0,0
72hpf,0,0.85,0,0.28,0,0,7.89,0,0.85,1.41
21Day,0,4.07,1.48,0,0.37,1.48,5.18,0,0,4.81
3Month,0,6.76,0,1.35,2.18,0.21,0.1,0,0.62,1.04
22Month,0.41,10.8,0.14,0.14,2.73,0,0,0.55,0,0.68
