stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,1,0,0
72hpf,0,0.85,0,0,0.85,3.66,0,1.41
21Day,0,1.48,0.37,0,2.59,1.85,0,1.48
3Month,0.1,5.72,0,1.66,0.21,0.21,0.21,1.66
22Month,0.41,1.91,0.14,0.55,0.14,0,0.14,0.14
