stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,1,0,6,0,0,0
72hpf,1.13,0.56,0,0.28,54.68,0,0,1.69
21Day,1.85,0.37,0,0,11.1,0,0,0.37
3Month,1.25,0,0.62,0,0,0,0.1,1.04
22Month,5.6,0,0.82,0,0,0.27,0.14,0.55
