stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,0,0,0,11,0
72hpf,0.56,0.28,0,2.82,0
21Day,1.85,0,0.74,0.37,0.37
3Month,0.52,0,0.62,0,0
22Month,0.27,0,0.14,0,0
