stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,3,0,0,2,15,0,5
72hpf,0,2.82,0,0,1.13,17.76,0,2.54
21Day,0.37,3.33,0,0.37,0.37,11.47,0,5.18
3Month,0.31,1.14,0.1,0.31,0,0.1,0,0.31
22Month,0.14,12.3,0.27,0.82,0.14,0.14,0.27,1.09
