stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,1,6,0,0,1
72hpf,0,0.56,0.28,0,0.28,0.85,0,0,0.56
21Day,0.37,1.48,1.48,0.74,0.37,0.37,0,0.74,0.74
3Month,0,0,0,0.1,0.1,0,0,0,0
22Month,0,0.82,0,0.68,0.27,0,0.14,0,0.27
