stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,1,0,0
21Day,0,0,0,0,0.74,0.37
3Month,0,0.1,0.1,0,0,0
22Month,0.27,1.64,0.14,0.14,0.14,0.14
