stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0,0.56,0,0,1.69,3.66,0,0.85
21Day,0.37,0.37,0,0,2.22,2.96,0,0
3Month,0.21,0.62,0.21,0.94,0.83,0,0,0.31
22Month,0.27,2.32,0,0.55,0.82,0.27,0.41,0.96
