stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,4,0,5
72hpf,0,1.41,0,0,0,0.28,0.85,0,3.1
21Day,0.37,1.11,0,0,0.37,0,0.74,0,7.4
3Month,0.1,1.25,0.1,0.73,0.42,0.21,0.21,0.1,2.29
22Month,0,5.19,0,0,0.27,0.14,0,0.55,0.68
