stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,1
72hpf,0.28,2.82,0,0.85,0,0
21Day,0.37,18.13,0.37,0.37,0.37,0
