stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,2,0,0,1,58,0,0,6
72hpf,1.41,3.66,0,0.28,2.54,20.29,0,0,9.86
21Day,0.74,4.81,0.74,2.59,2.22,8.51,0,0.37,17.02
3Month,0.73,5.1,0.1,1.87,0.62,0.21,0,0.31,7.39
22Month,0.82,4.24,0.41,1.64,0,0.27,0.14,0.14,2.87
