stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,5,0,0
72hpf,0.85,0.56,0,0,0.28,39.46,0,0.28
21Day,0.74,1.11,0,0,0.37,22.2,0.37,1.11
3Month,0.73,0.1,0.1,0.1,0,0.1,0,0
22Month,2.46,0,0,0.27,0.27,0,0,0.14
