stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,4,0
72hpf,0.28,0,0,5.36,0.85
21Day,0,0,0.37,0.37,0.37
3Month,0.21,0.62,0,0,0
