stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,0,0,0,0,0.37,0,0
3Month,0.21,0.1,0.21,0.1,0.52,0,0
22Month,0.68,0,0.27,0,0,0.14,0.14
