stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0.56,0,0,0,0,0,0.28
21Day,2.59,0.37,0,0,0.37,0.37,0.74
3Month,7.7,0,0.83,0.42,0.21,0.1,0.73
22Month,3.01,0,0.27,0,0,0.14,0.41
