stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,5,0
72hpf,0.28,1.97,0,0,5.07,0.85
21Day,0,1.11,0.37,1.11,3.7,1.11
