stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,8,0,1
72hpf,0.28,0.28,0,0,0.85,0,0
21Day,0.74,1.85,0,0,0.74,0.37,1.85
3Month,0,0,0.1,0.1,0,0,0
