stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,1,0,44,0,0,1
72hpf,1.13,0,0,0,5.36,0,0.28,0.28
21Day,0.74,0,0.37,0,0.74,0,0,1.48
3Month,1.04,0.1,0.62,0.1,0,0,0.1,0
22Month,2.46,0.14,0.82,0.14,0,0.27,0,0
