stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,5,0,0,2,2,61,10
72hpf,0,1.13,0,0,0,0.56,6.48,1.97
21Day,0,2.59,2.96,0,0.74,1.48,4.81,5.18
3Month,0,0.42,0,0.1,0,0,0,0
22Month,0,1.64,0,0,0.14,0,0.27,0.14
