stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,41,0,0,0,0,0,0
72hpf,0,127.11,1.13,0,0,0.28,7.61,1.41
21Day,0,0,0,0,0,0.37,0,0
3Month,0,0.1,0,0,0.21,0,0,0
22Month,0.14,1.23,0,0.14,0.55,0,0,0.27
