stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,0
72hpf,0,3.95,0,0,0,0.28,0,0,0.56
21Day,0,4.44,0,0,0,0.74,0,0.37,0.37
3Month,0.1,16.43,1.56,8.63,0.31,0.1,0,0.21,0.52
22Month,0.27,16.53,0.27,9.57,0,0.27,0.82,0,1.09
