stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,2,0,0,0,0,4,0,0
72hpf,0,0.85,0,0,0,0.56,7.33,0.28,2.82
21Day,0.37,2.96,0.74,0,0.37,0,3.33,0,2.59
3Month,0,0.73,0.1,7.39,0.31,0.21,0.21,0,0.31
22Month,0,0.27,0,0,0.14,0,0,0.27,0
