stage,Epithelial,Germ,Immune,Neuron,Secretory
72hpf,0,0,0,2.25,0
21Day,0,0,0,0.74,0
3Month,0.83,0.31,0.21,0.83,0
22Month,2.19,0.27,0,0,0.41
