stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,1,0,0,0
72hpf,0,0,0,0,0.28,8.17,0,0,0.28
21Day,0,0.37,0,1.11,0.37,3.33,0,0,0
3Month,0,2.18,1.35,1.35,0.21,0,0.52,0.1,0.21
22Month,0.14,5.33,0.27,1.37,0.27,0.27,0.27,0,0.68
