stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1
72hpf,0.56,0,0,0,0.85,0
21Day,0.74,0,0,0.37,0.37,0
3Month,0.94,0,0.31,0,0,0
22Month,1.91,0.27,0.14,0,0,0
