stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,2,0,0,0,0,0
72hpf,2.82,0,0,0,0,0
21Day,5.18,0.37,0.37,0.37,0.37,0
3Month,4.37,0,0,0,0,0
22Month,1.64,0,0.27,0.14,0,0.14
