stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,8,0,0,0,0,0
72hpf,0,0,0,1.41,0,0,0.85,0,0
21Day,0.74,0.37,0,3.7,0,0.37,0,0,0
3Month,6.14,0.1,0.1,22.26,0.1,0.31,0,0.42,0.31
22Month,3.14,0,0,33.62,0.14,0.27,0.27,0,0.14
