stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,3,0,0,0
72hpf,0.56,0,0,0,10.15,0.28,0,1.69
21Day,2.96,0.37,0,0.37,7.03,0,0,1.85
3Month,1.46,0.52,0.52,0.21,0.73,0,0,0.52
22Month,3.14,0,0.14,0,0,0.27,0.27,0.41
