stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,1,2,0,314,0,10,12,0,0
72hpf,0.28,2.54,4.51,0,140.08,1.41,9.3,0,0.28,7.61
21Day,1.11,46.25,152.06,0,840.61,9.99,44.03,0,16.65,30.34
3Month,17.58,234.66,28.5,33.39,3272.48,22.57,8.01,1.04,22.47,44.62
22Month,23.78,109.18,26.92,3.42,2557.8,5.33,9.16,8.47,5.06,21.18
