stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0,0,4
72hpf,1.13,0.28,0,0,0,0.28,0,1.69
21Day,5.55,2.96,0,59.57,0.74,4.44,1.48,2.96
3Month,2.5,0.21,0.21,23.09,0.1,0.1,0.31,0.94
22Month,2.05,0.27,0,10.52,0,0.14,0.27,0.14
