stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,0.28,0,0.28
21Day,27.01,0.37,0.37,4.81,0,1.48,0,0.37
3Month,2.08,0,0.52,0.52,0.52,0,0,0
22Month,2.32,0,0.68,0.14,0.41,0,0.14,0.14
