stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1
72hpf,0,0,0.28,0.28,0
21Day,0.74,0.74,0,0.74,0
3Month,0.52,0,0,0,0
22Month,0.55,0.14,0,0,0
