stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,3,0
72hpf,12.68,0,0.28,1.97,0.28
21Day,6.29,0.37,0,1.11,0.37
3Month,0.21,0.1,0,0,0
22Month,0.14,0.14,0,0,0.14
