stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,0
72hpf,0,0,0,0,0.56,0
21Day,0.37,0,0,0,0.74,1.48
3Month,0.1,0.52,0.1,0.1,0,0.1
22Month,2.19,0,0,0.14,0,0.14
