stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory
21Day,0,0,0,0,0.37,0,0,0
3Month,6.14,0,0.21,0.73,0.1,0.1,0,0.1
22Month,7.65,0.14,0.41,0.96,0.27,0.68,0.27,0.41
