stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,2,1
72hpf,0.28,0,0.56,0
21Day,0,0,0,0.37
3Month,0.42,0.1,0,0
22Month,1.64,0.14,0,0.14
