stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,0
72hpf,14.94,0.28,0,0.28,0.85,0.56
21Day,12.58,0.74,0,0.74,1.85,1.11
3Month,2.29,0,0.31,0.1,0.21,0
22Month,1.09,0,0.14,0,0,0
