stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,1
72hpf,2.82,0,0,0,0.85,0,0.28
21Day,2.96,0,0.37,0,0,0,0
3Month,5.3,5.72,0.94,0.52,0,0.1,0.1
22Month,3.14,0.27,0.55,0,0.14,0.14,0
