stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,11,70,4,0,48,8,962,2,1,107
72hpf,4.23,56.37,8.17,0.56,4.23,6.76,305.81,3.66,4.51,58.91
21Day,1.11,49.95,57.72,4.07,36.63,22.57,116.55,0,4.81,66.97
3Month,5.1,160.08,5.93,331.71,161.33,14.77,15.71,0.21,13.52,51.9
22Month,8.2,393.96,7.24,53.84,159.33,4.24,22,10.8,12.85,41.68
