stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0.56,0,0,15.22,0,0.85
21Day,1.48,0,0,7.4,0.37,0.37
3Month,1.56,0.1,0.1,0,0,0.21
22Month,1.23,0,0.27,0.14,0,0.14
