stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Other,Secretory,Stromal
3Month,0,2.08,0.1,0.62,0.31,0,0,0,0.1
22Month,0.14,8.75,0,0.14,1.37,0.27,0.41,0.14,0.41
