stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,0,1,8,0
72hpf,0.28,0,0,0,0,27.9,0.28
21Day,2.59,1.11,0,0.74,0.37,37,1.48
3Month,0,0,0.1,0,0,0.21,0
