stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,22,0,1
72hpf,0.28,0.85,0.28,0,0,0,8.74,0,3.38
21Day,0,0.37,0,0,0.37,0,3.7,0.37,6.29
3Month,0,1.66,0,0.73,0.73,0.1,0,0,0.21
22Month,0,5.33,0,0,0.96,0,0.14,0,0.41
