stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,1,3,0,0,0,25,4
72hpf,0,0.28,0,0.56,0.28,5.36,0.85
21Day,0,2.59,0.37,0.74,0,1.11,2.59
3Month,0,0.31,0,0.1,0,0,0
22Month,0,0.55,0,0.68,0,0,0.41
