stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,21,0,0,12,11,106,3,0,16
72hpf,0.85,26.49,5.07,0,3.38,4.23,59.19,1.41,1.69,22.55
21Day,1.11,34.78,11.1,0,17.39,6.66,18.13,0,4.44,21.09
3Month,3.02,116.71,1.04,24.65,61.68,6.03,3.02,0.21,3.22,12.9
22Month,7.79,71.19,1.37,1.78,51.93,1.09,5.74,11.21,1.5,9.57
