stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,0
72hpf,0.28,0.28,0,0,0,3.38,0,0.28,0
21Day,0.37,0.37,0,0.37,0.37,3.7,0,0,0
3Month,2.6,0,0.21,0.31,0,0,0,0.1,0.31
22Month,2.05,0,3.28,0.41,0,0,0.14,0,0.55
