stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8,0,0,1,0,28,1,0
72hpf,0.28,9.86,0.28,0.56,0,0,12.68,0,1.97
21Day,0,5.18,0.37,1.11,0.37,0.74,3.7,0.37,4.81
3Month,0.31,35.05,0.21,279.6,5.93,1.14,5.1,2.18,7.28
22Month,0.14,11.34,0,17.49,1.37,0,8.47,1.37,1.23
