stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0.28,0,0,0,2.82,0.28
21Day,0,0,0,0,0,0.37
3Month,1.25,0,0.1,0.1,0,0.1
22Month,2.19,0.14,0,0.27,0.14,0
