stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,1.13,0,0.28
21Day,0.37,0,0,0,1.11,0.37,0
3Month,0.73,0.1,0.52,0,0,0,0
22Month,1.5,0,0.68,0.14,0.27,0,0.55
