stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,1,1,0,6,1,3
72hpf,0.28,0,0,0.28,1.13,0,0.28
21Day,0,0,0,0.37,1.11,0,0
3Month,0,0.21,0,0,0,0,0
22Month,0,0.27,0.14,0,0,0,0
