stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,5,1,0,0
72hpf,0.85,0,0,0.56,2.82,0,0,5.07
21Day,1.48,0,0,0,0.37,0,0.37,2.96
3Month,1.66,0.21,0,0,0.1,0,0.31,0.52
22Month,3.83,0,0.27,0,0,0,0.27,0.68
