stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,2,0,2
72hpf,0,0,0,1.97,0,0.56
21Day,0.74,0,0.37,0.37,0,0.37
3Month,0.52,0.1,0,0,0,0.1
22Month,0.14,0,0,0,0.27,0
