stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0,2.25,0,0,0.28
21Day,0.37,0.37,0,0.37,1.48,0,0,1.48
3Month,3.54,22.57,1.35,0.1,0.52,0,0.31,0.42
22Month,6.42,0.68,0.82,0.14,0.27,0.14,0.14,0.27
