stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0,3.66,0,0
21Day,0.37,0.74,0,0.37,5.55,0.37,0
3Month,0.42,0,0,0.1,0.1,0.1,0.1
22Month,2.19,0.14,2.05,0.14,1.23,0,0.27
