stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,1,1,0,11,3
72hpf,0.28,1.97,0,0.56,3.1,0.56
21Day,0,1.11,0.37,0,0.37,2.22
3Month,0,0.31,0,0,0,0
