stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,0,0,54,4,1
72hpf,0.56,2.54,1.69,0.28,0.56,17.76,10.99,5.64
21Day,0.37,4.44,0.74,0.37,0.74,5.18,8.51,1.11
22Month,0,0,0,0.14,0,0,0.27,0
