stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0,1.13,0,0.28
3Month,0.21,0.1,0,0.1,0,0,0
22Month,0.55,0,0.14,0,0.14,0.14,0.27
