stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,1,0,2
72hpf,0,0.56,0,0,1.41,0,0.85
21Day,0,2.59,0,0,0.74,0,0.37
3Month,0.1,1.14,0.21,0,0,0,0.1
22Month,0,1.23,0.14,0,0,0.14,0.14
