stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,48,1,0,9
72hpf,1.97,0.28,0.28,0.56,40.59,0,0,4.23
21Day,3.7,0.74,1.85,2.22,14.8,0,1.11,2.59
