stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,28,0,0,0,2,0,0,3
72hpf,0,13.25,0.56,0.28,0.56,9.02,0,0.28,14.37
21Day,0,3.7,0.37,0.37,0.74,2.96,0,1.11,11.1
3Month,0,0.83,0,0,0,0,0,0.1,0
22Month,0,0.55,0,0,0,0,0.14,0,0.14
