stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,1,0,11,0,0,3
72hpf,0.56,0,0,0,14.37,0,0,1.13
21Day,0,0,0,0,2.59,0,0,1.11
3Month,1.98,2.81,0.62,0,0.62,0,0.1,0.94
22Month,3.96,0.14,1.23,0.14,0.27,0.27,0.14,0.27
