stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0.28,0,0,0.28,0,0,0.28
21Day,0,0,0,0.37,1.48,0,0
3Month,2.18,0.1,0.1,3.64,0.1,0.1,0.31
22Month,0,0,0,0.27,0,0,0
