stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,0,1
72hpf,0.28,2.54,0,0,0,0,0,0
21Day,0,5.55,0,0,0,0,0,0
3Month,0.31,15.5,0.42,1.66,0.31,0.1,0.1,0.62
22Month,0.14,6.7,0.14,1.23,0.27,0,0.14,0.27
