stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0.28,0,0,0.28,8.17,0,0
21Day,0,0,0,0,0.74,3.33,0,0.37
3Month,1.35,0,0.42,0.42,0.1,0.1,0,0.1
22Month,9.16,0,0.27,1.5,0.14,0.14,0.41,0.55
